JourneyID,CustomerID,ProductID,VisitDate,STAGE,Action,Duration
501,57,17,19-10-2023,HOMEPAGE,View,14
502,10,3,19-08-2023,PRODUCTPAGE,View,134
503,35,9,18-02-2023,HOMEPAGE,Click,239
504,4,13,8/2/2025,HOMEPAGE,Click,281
505,15,11,16-02-2023,HOMEPAGE,Click,167
506,100,17,20-08-2023,HOMEPAGE,View,69
507,90,17,2/1/2025,PRODUCTPAGE,View,259
508,48,15,13-09-2024,PRODUCTPAGE,View,64
509,42,16,27-11-2025,PRODUCTPAGE,View,53
510,14,14,21-12-2023,CHECKOUT,Drop-off,NULL
511,65,3,23-05-2025,PRODUCTPAGE,View,40
512,67,11,4/11/2025,HOMEPAGE,Click,229
513,91,17,18-04-2024,PRODUCTPAGE,Click,195
514,24,3,18-06-2024,PRODUCTPAGE,Click,38
515,49,3,23-05-2025,HOMEPAGE,View,231
516,14,15,26-09-2023,CHECKOUT,Drop-off,138.25
517,55,10,7/1/2025,HOMEPAGE,View,19
518,89,12,9/7/2023,HOMEPAGE,View,56
519,99,1,14-03-2024,PRODUCTPAGE,View,206
520,42,16,13-07-2025,CHECKOUT,Drop-off,12
521,12,13,25-03-2024,CHECKOUT,Drop-off,108
522,78,19,15-06-2023,HOMEPAGE,View,101
523,85,2,8/10/2025,HOMEPAGE,Click,240
524,34,13,12/4/2023,HOMEPAGE,View,65
525,34,10,24-07-2023,PRODUCTPAGE,View,61
526,87,9,17-05-2025,CHECKOUT,Drop-off,173.5
527,66,14,20-06-2025,PRODUCTPAGE,View,33
528,38,6,19-11-2024,PRODUCTPAGE,View,156
529,83,14,20-09-2025,PRODUCTPAGE,View,173
530,76,8,6/3/2023,HOMEPAGE,View,159
531,20,3,22-05-2025,HOMEPAGE,Click,264
532,98,12,11/6/2023,PRODUCTPAGE,Click,278
533,33,11,29-01-2023,CHECKOUT,Purchase,84
534,59,7,16-01-2025,HOMEPAGE,Click,224
535,4,7,31-03-2025,HOMEPAGE,View,135
536,55,17,30-06-2025,PRODUCTPAGE,View,272
537,52,6,1/4/2025,PRODUCTPAGE,View,291
538,25,9,11/4/2024,HOMEPAGE,View,232
539,18,1,27-02-2023,PRODUCTPAGE,View,139
540,28,6,27-05-2024,HOMEPAGE,Click,122
541,70,1,12/11/2023,CHECKOUT,Purchase,194
542,43,2,2/5/2023,HOMEPAGE,View,16
543,7,7,26-06-2024,CHECKOUT,Drop-off,199.6
544,58,3,20-04-2024,PRODUCTPAGE,View,89
545,81,19,24-02-2024,HOMEPAGE,View,248
546,77,2,21-03-2025,HOMEPAGE,View,257
547,15,7,24-05-2023,PRODUCTPAGE,View,13
548,84,17,9/4/2023,HOMEPAGE,View,254
549,50,4,18-08-2023,HOMEPAGE,View,110
550,77,14,14-06-2025,CHECKOUT,Drop-off,124.5
551,94,11,22-06-2023,HOMEPAGE,Click,115
552,93,7,27-10-2023,HOMEPAGE,Click,146
553,39,16,18-05-2024,HOMEPAGE,Click,119
554,95,7,17-03-2023,HOMEPAGE,View,266
555,53,5,14-09-2023,HOMEPAGE,View,247
556,97,12,15-08-2024,PRODUCTPAGE,View,111
557,8,12,16-07-2025,CHECKOUT,Drop-off,215.125
558,42,17,31-03-2024,CHECKOUT,Drop-off,153.25
559,88,7,11/12/2025,CHECKOUT,Drop-off,224.25
560,53,8,5/12/2024,PRODUCTPAGE,View,129
561,1,20,4/7/2025,HOMEPAGE,Click,225
562,17,20,4/2/2024,HOMEPAGE,Click,46
563,65,20,18-08-2023,PRODUCTPAGE,Click,283
564,19,16,2/6/2025,PRODUCTPAGE,Click,252
565,26,2,16-11-2023,HOMEPAGE,Click,64
566,25,12,27-09-2025,CHECKOUT,Purchase,188
567,97,10,2/9/2025,HOMEPAGE,View,105
568,95,3,25-07-2023,HOMEPAGE,View,155
569,4,9,9/5/2025,PRODUCTPAGE,View,54
570,29,5,25-11-2025,PRODUCTPAGE,View,193
571,10,15,5/1/2025,HOMEPAGE,View,48
572,36,20,7/3/2024,HOMEPAGE,View,26
573,50,13,19-05-2024,CHECKOUT,Drop-off,73.75
574,69,6,5/10/2023,HOMEPAGE,View,56
575,98,20,30-01-2023,HOMEPAGE,Click,72
576,97,17,13-08-2025,PRODUCTPAGE,Click,68
577,1,1,17-12-2025,HOMEPAGE,Click,115
578,84,18,17-04-2025,CHECKOUT,Purchase,109
579,76,6,18-02-2024,HOMEPAGE,View,55
580,90,16,4/1/2025,HOMEPAGE,Click,237
581,99,9,11/2/2023,PRODUCTPAGE,Click,48
582,59,2,6/6/2024,PRODUCTPAGE,Click,61
583,73,15,24-10-2023,HOMEPAGE,View,96
584,75,7,19-03-2023,HOMEPAGE,View,167
585,2,9,12/1/2023,HOMEPAGE,View,250
586,68,5,6/8/2024,HOMEPAGE,View,214
587,73,20,19-01-2025,HOMEPAGE,Click,210
588,49,4,28-09-2025,CHECKOUT,Purchase,178
589,93,11,11/11/2024,HOMEPAGE,View,190
590,34,10,25-05-2024,HOMEPAGE,View,124
591,52,6,29-06-2023,HOMEPAGE,Click,171
592,53,14,20-03-2023,PRODUCTPAGE,Click,250
593,68,11,20-01-2024,CHECKOUT,Purchase,201
594,55,1,27-05-2025,HOMEPAGE,Click,88
595,100,8,17-04-2025,HOMEPAGE,Click,95
596,54,20,16-03-2024,PRODUCTPAGE,Click,18
597,69,16,24-03-2025,PRODUCTPAGE,Click,280
598,68,1,26-09-2025,HOMEPAGE,View,135
599,80,16,12/11/2025,HOMEPAGE,View,229
600,21,11,16-03-2023,HOMEPAGE,View,123
601,67,1,1/1/2024,PRODUCTPAGE,View,15
602,13,13,5/11/2024,HOMEPAGE,View,98
603,59,7,14-05-2025,HOMEPAGE,View,214
604,45,16,30-07-2025,PRODUCTPAGE,View,261
605,91,4,27-07-2025,PRODUCTPAGE,View,252
606,74,3,26-04-2023,PRODUCTPAGE,View,108
607,38,18,10/12/2023,CHECKOUT,Drop-off,165
608,74,3,10/12/2024,PRODUCTPAGE,View,201
609,36,14,23-12-2023,PRODUCTPAGE,View,117
610,13,6,24-02-2023,CHECKOUT,Drop-off,209
611,11,13,30-08-2025,PRODUCTPAGE,View,196
612,75,4,26-05-2025,PRODUCTPAGE,View,106
613,10,7,17-10-2023,HOMEPAGE,View,245
614,52,3,10/10/2025,HOMEPAGE,Click,170
615,44,11,28-11-2025,HOMEPAGE,Click,245
616,64,16,7/3/2023,CHECKOUT,Purchase,214
617,69,8,21-08-2024,PRODUCTPAGE,View,228
618,34,20,7/10/2024,HOMEPAGE,View,103
619,23,10,21-03-2023,PRODUCTPAGE,View,300
620,99,1,5/7/2024,PRODUCTPAGE,View,226
621,66,8,11/8/2023,HOMEPAGE,View,137
622,72,8,19-07-2023,HOMEPAGE,View,169
623,58,20,23-01-2024,PRODUCTPAGE,View,184
624,46,17,17-02-2024,HOMEPAGE,View,33
625,57,1,15-06-2023,PRODUCTPAGE,View,198
626,75,10,16-09-2023,CHECKOUT,Drop-off,180.6666667
627,94,7,9/9/2024,PRODUCTPAGE,View,271
628,38,3,8/2/2024,CHECKOUT,Drop-off,74
629,96,2,9/10/2025,PRODUCTPAGE,View,196
630,63,7,14-03-2025,HOMEPAGE,Click,134
631,30,4,28-09-2025,HOMEPAGE,View,221
632,53,3,11/7/2024,HOMEPAGE,View,227
633,30,3,26-02-2023,CHECKOUT,Drop-off,184
634,84,5,20-12-2025,HOMEPAGE,Click,198
635,87,1,16-04-2025,CHECKOUT,Purchase,93
636,18,12,19-07-2023,CHECKOUT,Drop-off,149.5
637,12,20,26-08-2024,HOMEPAGE,View,122
638,46,11,27-01-2023,HOMEPAGE,Click,244
639,31,7,21-06-2024,PRODUCTPAGE,Click,283
640,61,15,12/11/2024,PRODUCTPAGE,Click,255
641,88,3,15-12-2023,HOMEPAGE,Click,61
642,16,15,16-11-2025,PRODUCTPAGE,Click,248
643,59,16,15-02-2023,PRODUCTPAGE,Click,136
644,67,10,5/5/2024,HOMEPAGE,Click,95
645,76,2,19-06-2023,CHECKOUT,Purchase,108
646,68,20,4/11/2025,HOMEPAGE,View,62
647,15,2,22-09-2024,HOMEPAGE,View,96
648,93,20,13-01-2025,HOMEPAGE,View,205
649,63,16,12/12/2025,HOMEPAGE,View,24
650,10,8,17-06-2025,HOMEPAGE,View,257
651,97,13,7/6/2024,PRODUCTPAGE,View,13
652,95,9,31-03-2023,HOMEPAGE,Click,175
653,18,16,19-04-2024,PRODUCTPAGE,Click,147
654,56,17,12/3/2024,PRODUCTPAGE,Click,267
655,74,5,11/2/2024,PRODUCTPAGE,Click,194
656,84,2,31-10-2025,PRODUCTPAGE,Drop-off,80
657,55,13,8/4/2023,PRODUCTPAGE,View,105
658,92,9,1/7/2023,PRODUCTPAGE,View,29
659,70,17,20-05-2025,CHECKOUT,Drop-off,13
660,38,4,29-01-2024,HOMEPAGE,View,172
661,68,12,26-04-2025,PRODUCTPAGE,View,149
662,73,6,26-04-2023,PRODUCTPAGE,View,195
663,72,6,16-06-2025,CHECKOUT,Drop-off,NULL
664,41,18,30-01-2025,PRODUCTPAGE,View,59
665,64,19,24-03-2025,HOMEPAGE,View,114
666,67,13,24-03-2025,HOMEPAGE,View,172
667,55,1,28-01-2023,PRODUCTPAGE,View,204
668,92,3,19-04-2023,CHECKOUT,Drop-off,108.2
669,52,5,1/3/2023,HOMEPAGE,View,173
670,15,18,28-02-2024,PRODUCTPAGE,View,88
671,13,8,12/12/2023,HOMEPAGE,View,263
672,23,11,15-06-2024,HOMEPAGE,Click,26
673,80,1,2/4/2023,HOMEPAGE,View,169
674,90,12,3/6/2024,HOMEPAGE,Click,83
675,35,4,3/1/2024,HOMEPAGE,View,268
676,67,8,15-01-2023,PRODUCTPAGE,View,91
677,83,8,23-12-2025,HOMEPAGE,Click,262
678,48,19,30-08-2025,HOMEPAGE,Click,161
679,97,14,19-08-2023,CHECKOUT,Purchase,156
680,86,13,3/10/2023,CHECKOUT,Drop-off,225.5
681,81,16,15-01-2023,HOMEPAGE,Click,290
682,5,4,20-04-2023,PRODUCTPAGE,Click,127
683,35,19,28-04-2024,HOMEPAGE,View,221
684,61,2,27-05-2023,CHECKOUT,Drop-off,94.5
685,1,12,11/7/2023,HOMEPAGE,View,22
686,68,4,29-07-2024,HOMEPAGE,View,90
687,90,6,24-09-2023,HOMEPAGE,View,10
688,18,7,6/5/2025,HOMEPAGE,View,23
689,23,5,9/1/2024,CHECKOUT,Drop-off,53
690,47,20,29-01-2023,CHECKOUT,Drop-off,110.3333333
691,42,1,29-04-2025,PRODUCTPAGE,View,196
692,20,8,19-04-2023,PRODUCTPAGE,View,16
693,98,16,27-04-2025,PRODUCTPAGE,View,242
694,83,10,3/10/2025,PRODUCTPAGE,View,138
695,37,3,31-08-2025,HOMEPAGE,View,268
696,61,16,19-04-2023,PRODUCTPAGE,View,179
697,44,15,9/9/2024,CHECKOUT,Drop-off,120.3333333
698,75,5,19-01-2025,PRODUCTPAGE,View,287
699,39,15,31-01-2024,HOMEPAGE,View,168
700,77,20,21-09-2023,CHECKOUT,Drop-off,110
701,60,1,5/12/2024,PRODUCTPAGE,View,163
702,13,2,28-01-2023,PRODUCTPAGE,View,161
703,60,16,30-08-2023,HOMEPAGE,View,23
704,14,13,24-08-2023,CHECKOUT,Drop-off,191.25
705,26,2,1/1/2025,PRODUCTPAGE,View,124
706,96,1,18-05-2025,HOMEPAGE,View,98
707,69,4,29-02-2024,HOMEPAGE,Click,199
708,63,16,24-11-2023,HOMEPAGE,Click,145
709,6,13,28-04-2024,HOMEPAGE,Click,196
710,82,19,28-07-2024,HOMEPAGE,View,252
711,87,6,11/7/2023,PRODUCTPAGE,View,108
712,56,17,6/9/2025,HOMEPAGE,Click,26
713,45,15,6/10/2025,HOMEPAGE,View,22
714,86,18,23-04-2024,PRODUCTPAGE,View,183
715,87,4,3/7/2025,HOMEPAGE,View,69
716,93,6,29-06-2023,PRODUCTPAGE,View,35
717,33,11,20-06-2023,CHECKOUT,Drop-off,75.5
718,60,13,22-09-2023,HOMEPAGE,Click,179
719,91,18,18-02-2024,HOMEPAGE,View,182
720,16,11,3/9/2023,HOMEPAGE,View,195
721,68,9,14-02-2024,PRODUCTPAGE,View,163
722,48,6,4/8/2024,PRODUCTPAGE,View,14
723,80,7,9/5/2024,HOMEPAGE,View,258
724,26,19,25-08-2024,HOMEPAGE,Click,286
725,58,16,28-04-2025,PRODUCTPAGE,Click,45
726,32,2,3/12/2024,HOMEPAGE,Click,118
727,48,19,15-02-2023,HOMEPAGE,View,98
728,29,19,12/9/2024,HOMEPAGE,View,159
729,59,13,21-01-2023,PRODUCTPAGE,View,139
730,23,13,10/6/2023,CHECKOUT,Drop-off,NULL
731,30,9,18-06-2023,PRODUCTPAGE,View,49
732,68,16,12/3/2023,PRODUCTPAGE,View,213
733,83,16,28-09-2023,PRODUCTPAGE,View,262
734,73,12,28-01-2023,HOMEPAGE,View,175
735,73,17,17-08-2024,HOMEPAGE,View,254
736,24,3,25-12-2024,PRODUCTPAGE,View,226
737,46,14,5/9/2024,CHECKOUT,Drop-off,96.8
738,73,3,16-11-2025,PRODUCTPAGE,View,274
739,32,7,28-05-2023,CHECKOUT,Drop-off,120
740,66,6,3/5/2025,HOMEPAGE,Click,16
741,49,1,4/11/2025,PRODUCTPAGE,Click,35
742,8,9,4/6/2023,HOMEPAGE,View,79
743,20,17,7/4/2025,PRODUCTPAGE,View,283
744,78,1,27-06-2024,CHECKOUT,Drop-off,49
745,44,1,15-06-2023,HOMEPAGE,Click,115
746,32,20,25-08-2024,HOMEPAGE,View,127
747,61,10,28-12-2025,HOMEPAGE,View,184
748,10,16,16-11-2023,HOMEPAGE,View,246
749,86,17,18-06-2023,CHECKOUT,Drop-off,83.25
750,26,8,19-02-2025,CHECKOUT,Drop-off,194.2
751,39,3,20-05-2024,CHECKOUT,Drop-off,163.5
752,71,20,29-06-2024,HOMEPAGE,View,178
753,62,5,5/9/2025,HOMEPAGE,View,84
754,23,2,17-08-2025,HOMEPAGE,View,168
755,87,4,15-07-2023,PRODUCTPAGE,View,111
756,13,3,20-08-2024,CHECKOUT,Drop-off,213
757,65,4,4/7/2025,HOMEPAGE,View,153
758,39,19,7/6/2024,CHECKOUT,Drop-off,46
759,25,19,31-10-2024,PRODUCTPAGE,View,87
760,14,3,22-04-2024,PRODUCTPAGE,View,227
761,68,11,6/8/2025,CHECKOUT,Drop-off,159.5
762,1,19,7/6/2024,CHECKOUT,Drop-off,46
763,84,7,10/5/2023,PRODUCTPAGE,View,15
764,28,6,28-07-2023,HOMEPAGE,View,271
765,70,3,28-05-2024,PRODUCTPAGE,View,87
766,15,7,4/7/2025,CHECKOUT,Drop-off,175.8333333
767,32,20,13-06-2024,HOMEPAGE,View,191
768,70,19,20-12-2025,CHECKOUT,Drop-off,199.8
769,60,5,21-03-2025,HOMEPAGE,View,12
770,62,1,2/2/2025,HOMEPAGE,Click,113
771,67,10,11/12/2024,PRODUCTPAGE,Drop-off,154.6666667
772,45,12,22-05-2024,PRODUCTPAGE,View,252
773,28,10,10/2/2025,PRODUCTPAGE,View,102
774,76,3,23-09-2024,CHECKOUT,Drop-off,NULL
775,75,4,10/7/2023,PRODUCTPAGE,View,224
776,83,16,21-07-2025,CHECKOUT,Drop-off,124.75
777,81,17,8/6/2024,HOMEPAGE,View,210
778,25,10,19-02-2025,PRODUCTPAGE,View,264
779,18,1,29-02-2024,HOMEPAGE,Click,113
780,67,4,3/1/2024,PRODUCTPAGE,Click,131
781,99,2,14-07-2024,HOMEPAGE,Click,233
782,94,7,10/7/2024,HOMEPAGE,View,230
783,76,6,8/2/2025,HOMEPAGE,View,22
784,96,16,20-09-2024,HOMEPAGE,View,13
785,21,14,31-03-2024,CHECKOUT,Drop-off,153.25
786,38,8,4/1/2024,CHECKOUT,Drop-off,158.4
787,13,2,23-03-2024,PRODUCTPAGE,View,118
788,96,13,1/11/2025,CHECKOUT,Drop-off,144.25
789,12,7,22-10-2023,HOMEPAGE,Click,246
790,81,9,3/12/2023,HOMEPAGE,Click,187
791,69,5,14-06-2025,HOMEPAGE,View,111
792,72,4,29-12-2024,HOMEPAGE,View,294
793,22,13,24-09-2025,HOMEPAGE,View,238
794,57,7,14-09-2025,CHECKOUT,Drop-off,135.5
795,64,1,13-01-2023,HOMEPAGE,View,118
796,34,14,6/6/2024,PRODUCTPAGE,View,277
797,85,10,31-10-2023,CHECKOUT,Drop-off,120.75
798,38,18,30-11-2023,CHECKOUT,Drop-off,NULL
799,95,8,26-05-2024,HOMEPAGE,View,204
800,97,1,5/4/2023,CHECKOUT,Drop-off,115.75
801,42,17,2/3/2025,PRODUCTPAGE,View,282
802,61,8,6/5/2025,HOMEPAGE,View,257
803,79,9,7/10/2025,PRODUCTPAGE,View,292
804,69,1,2/10/2024,PRODUCTPAGE,View,226
805,99,7,21-12-2024,HOMEPAGE,View,137
806,39,15,5/11/2025,PRODUCTPAGE,View,166
807,8,16,7/6/2024,HOMEPAGE,Click,94
808,24,16,30-04-2025,PRODUCTPAGE,Click,276
809,27,17,6/5/2025,CHECKOUT,Purchase,196
810,37,18,26-12-2023,PRODUCTPAGE,View,87
811,30,6,18-08-2024,HOMEPAGE,View,55
812,49,9,26-11-2023,HOMEPAGE,View,191
813,23,1,6/4/2023,CHECKOUT,Drop-off,122.3333333
814,53,10,11/7/2025,HOMEPAGE,Click,63
815,100,10,18-07-2023,CHECKOUT,Purchase,167
816,1,20,17-12-2023,HOMEPAGE,Click,71
817,98,2,23-12-2024,CHECKOUT,Purchase,46
818,80,3,24-04-2023,HOMEPAGE,View,206
819,24,9,25-01-2025,HOMEPAGE,Click,144
820,19,1,24-03-2024,HOMEPAGE,Click,90
821,96,12,28-07-2024,CHECKOUT,Purchase,82
822,84,12,19-05-2025,HOMEPAGE,Click,211
823,95,10,18-01-2024,CHECKOUT,Purchase,279
824,73,4,3/4/2025,PRODUCTPAGE,View,130
825,22,4,31-10-2025,PRODUCTPAGE,View,80
826,18,4,23-10-2024,PRODUCTPAGE,View,27
827,78,20,23-10-2024,PRODUCTPAGE,View,68
828,84,3,9/4/2025,CHECKOUT,Drop-off,166.6666667
829,8,8,21-03-2023,HOMEPAGE,Click,295
830,61,19,27-04-2024,HOMEPAGE,Click,223
831,42,3,17-02-2025,HOMEPAGE,View,257
832,2,15,26-11-2023,PRODUCTPAGE,View,14
833,10,13,7/9/2024,HOMEPAGE,View,223
834,79,15,19-10-2024,PRODUCTPAGE,View,12
835,87,1,30-09-2024,PRODUCTPAGE,View,84
836,54,8,22-02-2025,PRODUCTPAGE,View,94
837,64,10,2/10/2025,HOMEPAGE,Click,233
838,82,13,5/1/2023,PRODUCTPAGE,Click,267
839,40,4,13-08-2023,HOMEPAGE,View,59
840,70,17,10/4/2025,PRODUCTPAGE,View,231
841,27,6,18-10-2025,PRODUCTPAGE,View,244
842,34,9,30-01-2025,HOMEPAGE,View,39
843,12,10,8/8/2023,PRODUCTPAGE,View,30
844,82,16,9/8/2023,PRODUCTPAGE,View,162
845,68,20,5/8/2025,HOMEPAGE,Click,236
846,43,10,21-03-2024,HOMEPAGE,View,99
847,47,10,20-08-2025,CHECKOUT,Drop-off,109.3333333
848,83,16,3/1/2024,CHECKOUT,Drop-off,194.5
849,21,15,27-09-2025,HOMEPAGE,View,177
850,5,15,4/8/2023,PRODUCTPAGE,View,87
851,88,10,10/8/2023,HOMEPAGE,View,195
852,12,9,14-10-2024,CHECKOUT,Drop-off,146
853,69,12,2/11/2024,PRODUCTPAGE,View,91
854,59,8,12/8/2023,PRODUCTPAGE,View,40
855,96,1,20-02-2025,HOMEPAGE,View,129
856,77,5,9/12/2024,HOMEPAGE,View,75
857,51,13,18-07-2023,CHECKOUT,Drop-off,172.1666667
858,25,7,12/6/2023,CHECKOUT,Drop-off,150.4
859,27,4,11/7/2023,HOMEPAGE,Click,249
860,37,8,29-04-2025,CHECKOUT,Drop-off,146
861,86,4,18-12-2024,HOMEPAGE,View,200
862,46,9,5/7/2024,HOMEPAGE,View,269
863,43,6,13-08-2023,PRODUCTPAGE,View,208
864,89,19,28-06-2023,CHECKOUT,Drop-off,57.14285714
865,78,1,19-06-2023,PRODUCTPAGE,View,65
866,17,19,1/1/2024,HOMEPAGE,View,204
867,10,4,11/1/2024,HOMEPAGE,View,219
868,29,4,25-11-2025,HOMEPAGE,Click,41
869,81,6,13-11-2023,PRODUCTPAGE,Click,87
870,16,16,21-08-2025,PRODUCTPAGE,Click,35
871,60,19,21-07-2024,PRODUCTPAGE,Click,57
872,85,19,5/11/2024,PRODUCTPAGE,Click,61
873,52,15,4/4/2023,PRODUCTPAGE,Click,74
874,20,4,17-12-2024,CHECKOUT,Purchase,296
875,90,17,25-01-2023,CHECKOUT,Drop-off,160
876,32,17,4/2/2025,HOMEPAGE,View,211
877,2,14,14-11-2025,CHECKOUT,Drop-off,26
878,68,7,14-06-2023,PRODUCTPAGE,View,67
879,64,15,20-03-2023,CHECKOUT,Drop-off,208.25
880,85,2,18-05-2023,HOMEPAGE,Click,93
881,97,9,16-03-2024,CHECKOUT,Purchase,180
882,54,16,28-11-2023,PRODUCTPAGE,View,56
883,34,20,1/4/2023,PRODUCTPAGE,View,276
884,49,19,30-01-2025,CHECKOUT,Drop-off,71.75
885,76,4,4/8/2025,CHECKOUT,Drop-off,203
886,48,9,26-02-2023,HOMEPAGE,View,237
887,62,7,23-01-2023,CHECKOUT,Drop-off,224.6666667
888,20,8,4/9/2025,PRODUCTPAGE,View,123
889,87,5,13-09-2024,HOMEPAGE,View,27
890,92,10,13-09-2023,HOMEPAGE,Click,259
891,58,17,26-02-2025,HOMEPAGE,View,182
892,32,11,17-06-2024,HOMEPAGE,View,118
893,53,12,26-03-2025,PRODUCTPAGE,View,176
894,63,2,20-08-2024,HOMEPAGE,Click,193
895,27,13,5/10/2025,HOMEPAGE,View,232
896,8,16,26-06-2023,PRODUCTPAGE,View,273
897,19,1,7/5/2024,HOMEPAGE,View,236
898,94,15,14-10-2025,HOMEPAGE,Click,95
899,44,9,5/10/2024,CHECKOUT,Purchase,170
900,68,9,1/5/2023,HOMEPAGE,View,119
901,95,20,11/5/2023,CHECKOUT,Drop-off,259.5
902,57,8,8/9/2023,HOMEPAGE,View,159
903,38,13,3/7/2024,HOMEPAGE,View,270
904,50,8,13-06-2023,HOMEPAGE,Click,200
905,92,6,4/10/2024,HOMEPAGE,View,97
906,55,1,4/5/2024,HOMEPAGE,View,89
907,28,17,30-11-2025,PRODUCTPAGE,View,180
908,45,7,12/7/2023,PRODUCTPAGE,View,107
909,55,12,20-11-2023,CHECKOUT,Drop-off,103.8571429
910,85,11,26-09-2023,PRODUCTPAGE,View,33
911,57,20,23-01-2023,HOMEPAGE,View,209
912,51,15,8/3/2025,HOMEPAGE,Click,176
913,60,12,16-04-2025,HOMEPAGE,View,265
914,53,16,30-12-2024,CHECKOUT,Drop-off,112.6666667
915,69,18,16-07-2025,PRODUCTPAGE,View,276
916,49,18,29-10-2024,HOMEPAGE,Click,187
917,4,19,8/10/2023,PRODUCTPAGE,Click,55
918,92,9,19-01-2024,CHECKOUT,Drop-off,131.3333333
919,24,3,10/7/2024,PRODUCTPAGE,View,158
920,20,11,4/12/2025,CHECKOUT,Drop-off,236.5
921,57,10,28-01-2025,HOMEPAGE,View,156
922,4,4,2/8/2024,PRODUCTPAGE,View,178
923,68,9,3/6/2023,HOMEPAGE,Click,288
924,35,20,27-04-2023,HOMEPAGE,Click,70
925,36,7,10/7/2024,HOMEPAGE,View,82
926,20,1,27-01-2024,HOMEPAGE,Click,79
927,87,6,12/7/2025,HOMEPAGE,Click,295
928,73,4,19-01-2025,PRODUCTPAGE,Click,17
929,79,19,1/3/2023,HOMEPAGE,View,218
930,36,7,6/9/2023,PRODUCTPAGE,View,149
931,88,2,14-11-2023,HOMEPAGE,View,194
932,72,7,3/5/2025,HOMEPAGE,Click,98
933,67,1,2/12/2024,PRODUCTPAGE,Click,237
934,47,20,2/8/2023,PRODUCTPAGE,Click,85
935,48,3,2/7/2025,PRODUCTPAGE,Click,55
936,43,11,27-07-2023,PRODUCTPAGE,Click,52
937,87,4,24-08-2025,HOMEPAGE,Click,61
938,88,18,24-09-2024,PRODUCTPAGE,Click,187
939,28,14,4/2/2024,PRODUCTPAGE,Click,226
940,84,18,21-01-2023,HOMEPAGE,View,286
941,83,5,16-04-2023,HOMEPAGE,View,125
942,59,14,26-02-2023,CHECKOUT,Drop-off,184
943,81,4,19-03-2024,CHECKOUT,Drop-off,56
944,79,11,30-05-2023,PRODUCTPAGE,View,79
945,79,5,7/12/2024,PRODUCTPAGE,View,261
946,55,7,20-04-2024,HOMEPAGE,Click,224
947,98,3,15-01-2024,PRODUCTPAGE,Click,38
948,30,7,24-03-2025,PRODUCTPAGE,Click,27
949,54,19,7/1/2025,HOMEPAGE,Click,138
950,35,14,7/4/2023,CHECKOUT,Purchase,171
951,36,13,17-05-2024,CHECKOUT,Drop-off,NULL
952,6,11,5/2/2024,CHECKOUT,Drop-off,94
953,59,9,28-09-2024,HOMEPAGE,View,136
954,79,17,15-05-2024,HOMEPAGE,Click,16
955,33,19,8/5/2025,CHECKOUT,Purchase,260
956,90,12,13-01-2025,PRODUCTPAGE,View,62
957,98,15,7/8/2023,PRODUCTPAGE,View,219
958,44,6,26-04-2023,HOMEPAGE,Click,235
959,21,4,12/7/2023,HOMEPAGE,View,16
960,60,1,9/2/2025,CHECKOUT,Drop-off,255
961,69,8,19-11-2024,PRODUCTPAGE,View,278
962,34,18,9/6/2024,HOMEPAGE,Click,211
963,50,11,23-08-2024,CHECKOUT,Purchase,114
964,20,2,10/12/2024,PRODUCTPAGE,View,140
965,13,14,7/12/2023,CHECKOUT,Drop-off,230.5
966,62,6,4/1/2025,CHECKOUT,Drop-off,237
967,60,9,7/6/2023,CHECKOUT,Drop-off,201.75
968,45,9,20-06-2024,HOMEPAGE,Click,10
969,48,11,28-02-2024,CHECKOUT,Purchase,174
970,22,19,19-08-2023,HOMEPAGE,View,199
971,100,14,20-09-2024,PRODUCTPAGE,View,100
972,100,9,28-02-2023,CHECKOUT,Drop-off,173
973,91,7,4/8/2024,HOMEPAGE,View,82
974,61,5,21-06-2025,HOMEPAGE,Click,138
975,25,18,18-08-2025,HOMEPAGE,Click,134
976,76,5,5/7/2023,HOMEPAGE,View,187
977,58,4,22-01-2023,PRODUCTPAGE,View,294
978,59,13,7/9/2025,CHECKOUT,Drop-off,202.3333333
979,30,8,20-04-2023,HOMEPAGE,Click,13
980,95,7,11/2/2023,CHECKOUT,Purchase,119
981,63,14,1/10/2023,HOMEPAGE,View,292
982,33,20,30-05-2023,HOMEPAGE,Click,78
983,76,7,21-08-2024,PRODUCTPAGE,Click,154
984,57,14,1/1/2024,HOMEPAGE,Click,200
985,20,3,13-01-2025,PRODUCTPAGE,Click,283
986,65,12,13-04-2024,PRODUCTPAGE,Click,141
987,19,10,3/8/2024,HOMEPAGE,View,227
988,39,5,18-03-2025,HOMEPAGE,Click,296
989,77,19,26-10-2025,PRODUCTPAGE,Click,157
990,82,8,3/3/2024,HOMEPAGE,View,120
991,11,4,22-10-2023,PRODUCTPAGE,View,273
992,84,15,27-01-2024,PRODUCTPAGE,View,49
993,44,16,19-06-2023,HOMEPAGE,Click,153
994,93,3,9/3/2024,HOMEPAGE,View,288
995,8,17,29-09-2025,PRODUCTPAGE,View,135
996,54,4,18-12-2023,HOMEPAGE,Click,197
997,88,1,20-02-2024,PRODUCTPAGE,Click,84
998,38,19,11/11/2023,HOMEPAGE,View,127
999,41,17,23-11-2024,PRODUCTPAGE,View,290
1000,69,8,22-11-2023,HOMEPAGE,Click,272
1001,78,2,19-08-2023,PRODUCTPAGE,Click,108
1002,91,3,2/2/2024,HOMEPAGE,Click,291
